job_title_id,job_title
1762,"Senior Clinical Research Associate, Ireland"
1763,Freelance Jr Clinical Project Manager
1764,"EMEA Health Economics Leader, Devices"
1765,Marketing Manager (m / f)
1766,Junior Project Manager
1767,Senior GCP Auditor
1768,(Senior) Global Project Manager
1769,Contract Clinical Supply Manager (6 month contract)
1770,Automation / MES engineer
1771,"Manager, SSU & Regulatory"
1772,Regulatory Submissions Manager
1773,Masters Graduate in Chemistry
1774,Production supervisor
1775,Medicinal Chemist
1776,Histology Technician
1777,Ingénieur Technico
1778,Process Chemistry Lead
1779,SENIOR / PRINCIPAL BIOSTATISTICIAN
1780,Leiter der Herstellung nach (§12 AMWHV)
1781,Trainee Pharmacokineticist
1782,"Contract Clinical Data Standards Manager, Switzerland"
1783,CRA dermatology Belgium
1784,CRA I / II
1785,Pharmaceutical Clinical Trials Project Manager + Liaison Specialist
1786,Clinical Pharmacologist
1787,SUPPLY CHAIN PLANNING MANAGER
1788,Clinical Supply manager
1789,Senior Development Analytical Scientist
1790,Manufacturing Team Leader
1791,Regulatory Clinical Associate
1792,Hands
1793,Commissioning Engineer wanted for Fast
1794,Entry level
1795,Senior Quality Engineer
1796,Oncology Brand & Customer Manager
1797,Research and Development Engineer
1798,Submission Specialist / Study Start Up Specialist
1799,Senior Formulation Scientist
1800,Compliance Engineering Executive
1801,Continuous Improvement Project Manager
1802,CRA / Clinical Field Engineer The Netherlands
1803,SSU & Regulatory Specialist II
1804,Systems Engineer
1805,Operations Director
1806,UK & Ireland Regulatory Lead
1807,Validation Scientist
1808,IT Service Engineer for a Global Medical Devices Company!
1809,Technician
1810,Research and Development engineer
1811,Necropsy Technician
1812,Director of Pharmacology & Translational Sciences
1813,Clinical Research Nurse II (North Tees Hospital)
1814,"Clinical Research Associate II / Senior, Greece"
1815,Manager of Statistics
1816,Clinical Trial Supplies Coordinator
1817,Clinical Data Manager UK
1818,Data Management (SDTM) Programmer
1819,Training Manager
1820,Freelance CRA
1821,Central Monitoring Associate
1822,Associate Scientist
1823,Director of Research
1824,Senior Protein Scientist
1825,Experienced CRA
1826,Ingénieur Biomédical /Rédacteur
1827,Qualitative Research Director
1828,Clinical Research Associate II / Senior CRA
1829,"Medical Monitor, Internal Medicine"
1830,CRA dermatology The Netherlands
1831,MSc or PhD graduate in Chemistry
1832,German speaking CRA
1833,Senior Clinical Trial manager
1834,Central Monitoring Associate (In House CRA)
1835,Experienced Clinical Research Associate
1836,"CRA II / Senior, Poland"
1837,Clinical Research Associate/ Senior Clinical Research Associ
1838,CTA For Fast growing Biotech
1839,"Clinical Research Manager, Hungary"
1840,CRA oncology Belgium
1841,Application Specialist | Chromatography
1842,ARC Senior
1843,Experienced CPM
1844,Locum Clinical Research Nurse
1845,Contract Medical Biostatistician
1846,Responsable d'études en immunologie
1847,Associate Territory Manager
1848,Pharmaceutical Clinical Trials
1849,"Trainee or Experienced Medical Pharma Sales Rep, Tayside / Fife"
1850,Regulatory Affairs Specialist Coordinator
1851,Hybrid Medical Sales Representative
1852,Bio
1853,Healthcare Advertising / Account Manager
1854,"Internal Communications and Content Manager, HR EMEA"
1855,Patient Advocacy Account Director
1856,Complex Cardiac Medical Devices Sales NHS Hospital Niche Surgery
1857,Business Development Specialist
1858,Hospital Sales Specialist (Special Care)
1859,Editor
1860,RGN
1861,Lead Health Economist
1862,Editorial Director
1863,Digital Communications Lead
1864,EMEA Senior Brand Manager
1865,"Trainee or Experienced Medical Pharma Sales Rep, Glasgow"
1866,Graduate Medical Sales
1867,SAE / AM
1868,"Veterinary Animal Health Sales Rep, London / Essex / Kent"
1869,Medical Community Account Manager
1870,Graduate Sales Trainee
1871,Head of HEOR
1872,"Interventional Vascular / Aortic Clinical Training, KOL Sales Support"
1873,Signalling Specialist
1874,Drug Safety Data and Information Associate
1875,Quality & Regulatory Officer
1876,Health Economics & Market Access Senior Consultant
1877,"Clinical Trial Manager, UK / EU Dermatology"
1878,CLINICAL RESEARCH PHYSICIAN
1879,Head of Statistics
1880,Clinical Trial Director
1881,Communications Manager
1882,"Lead Programmer, UK HOMEBASED ~ BioPharma"
1883,Ingénieur Affaires réglementaires
1884,Junior CSV Engineer
1885,Senior Clinical Trial Operations Manager
1886,Project Lead / Expert SAS Programmer
1887,Quality and Regulatory Manager (Vigilance)
1888,Site Contract Manager
1889,Lead Interventional Radiographer
1890,Senior Clinical Research Associate (Netherlands)
1891,CQV Project Manager for Young and Fast Growing Company
1892,"Director / Associate Director, Statistical Programming"
1893,Biotechnology Expert for Data Review
1894,Senior Site Manager
1895,"Contract CSV Engineer, Global Pharma Company"
1896,
